source1_entity_id	matched_entity_ids
S1-470699785	
S1-696598587	
S1-960756168	S2-135848680,S2-138986983,S2-16953375,S2-186722702,S2-21420826,S2-31609618,S2-318455797,S2-409137436,S2-427846489,S2-448901674,S2-467315435,S2-473019444,S2-476313407,S2-479189252,S2-514190382,S2-579123800,S2-65542208,S2-657615336,S2-67596631,S2-698174347,S2-752180131,S2-755317825,S2-769326463,S2-811625330,S2-832869731,S3-108375604,S3-163668779,S3-182771684,S3-191274070,S3-384218943,S3-454198731,S3-474939781,S3-549681226,S3-613381823,S3-623149366,S3-628460319,S3-698280447,S3-708414241,S3-721183461,S3-756906132,S3-768097489,S3-798592175,S3-883589643,S3-897282774,S3-898399894
S1-842881175	S2-523911840
S1-42596820	S2-34099653,S2-604595164
S1-360871186	S2-279477849,S2-349535931
S1-868335410	S3-486341594
S1-780893579	S3-174521142
S1-372897884	
S1-582550646	
S1-761888543	
S1-430842276	S2-141818665,S2-979781807,S3-386468237,S3-600800441,S3-973124242
S1-533701421	S2-839964869
S1-140574806	S2-822373247
S1-388312190	
S1-767371184	
S1-395950954	
S1-691555791	
S1-793019850	S2-218542953,S2-241451160,S2-297938658,S2-487425916,S2-499248120,S2-612851641,S2-718999314,S2-751136542,S2-986651251,S3-272317274,S3-723749077,S3-845812985
S1-975506716	S3-648770448
S1-495990882	S3-216512833
S1-666435696	
S1-129027978	S2-284101721,S2-884178938,S3-971261116
S1-922994065	
S1-623350674	S2-412909971
S1-753180274	S2-101501055,S2-122060235,S2-1304558,S2-135845910,S2-136235489,S2-147792519,S2-149566639,S2-149664639,S2-152857986,S2-152952542,S2-18231178,S2-237038454,S2-245117377,S2-249933568,S2-253883922,S2-261544034,S2-269487121,S2-281420149,S2-28644191,S2-311801728,S2-313725027,S2-320828092,S2-321459274,S2-328521482,S2-351567845,S2-368147529,S2-370295086,S2-406623806,S2-41279559,S2-429922451,S2-435433424,S2-446670881,S2-451359767,S2-454554414,S2-462231345,S2-486398455,S2-487381499,S2-502594744,S2-512004069,S2-517006456,S2-520018902,S2-525968953,S2-527327786,S2-532851048,S2-534784500,S2-540636695,S2-541199318,S2-562893963,S2-565977702,S2-574128941,S2-574714058,S2-582552766,S2-584233406,S2-59011798,S2-597474596,S2-619203426,S2-6449764,S2-677211866,S2-685886334,S2-703207745,S2-714008992,S2-717107858,S2-724907075,S2-749646957,S2-752630916,S2-758615118,S2-769891393,S2-776928298,S2-778755869,S2-798598587,S2-811672555,S2-824219285,S2-830878505,S2-831569840,S2-835063402,S2-841629337,S2-84518641,S2-875618109,S2-876567140,S2-879639318,S2-880790651,S2-890886601,S2-902471442,S2-909744971,S2-917116599,S2-944578324,S2-981542670,S2-994853698,S3-10984029,S3-115649353,S3-126112675,S3-131945817,S3-133335017,S3-163754191,S3-166669512,S3-191988714,S3-197355265,S3-21507737,S3-217539833,S3-231864782,S3-252490163,S3-263401583,S3-267403916,S3-270825377,S3-306563161,S3-312943768,S3-316027440,S3-325479875,S3-326443995,S3-348169037,S3-360748645,S3-404181498,S3-408512624,S3-409257432,S3-420486292,S3-420541999,S3-44510627,S3-460604934,S3-467871681,S3-484505900,S3-485517828,S3-488757062,S3-491927433,S3-496428045,S3-508105068,S3-512448646,S3-518489756,S3-525653997,S3-528971955,S3-531878745,S3-547071121,S3-552868267,S3-572918831,S3-575564229,S3-590382163,S3-6034127,S3-632860490,S3-636496885,S3-645076968,S3-652791119,S3-656283542,S3-675558070,S3-69547198,S3-695772312,S3-706163261,S3-740111112,S3-741792638,S3-746948830,S3-762563320,S3-767978021,S3-773881350,S3-774278909,S3-777275319,S3-791991168,S3-795080859,S3-798072091,S3-844336800,S3-863979699,S3-864237410,S3-866136760,S3-905239099,S3-906794002,S3-918739708,S3-926948155,S3-950859106,S3-955239664,S3-958349105,S3-975837958,S3-982577158,S3-990195112,S3-999045444
S1-617270478	S3-257863465
S1-334052695	S2-911332136,S3-426478702,S3-556058187,S3-557895856,S3-663536526,S3-781327400,S3-819924972,S3-949677607
S1-102971431	S2-571364052
S1-948624922	
S1-638785454	
S1-455885431	
S1-312194988	S2-277970018,S2-871279285
S1-745218864	
S1-576426786	S2-400771912,S3-153476491,S3-50750970
S1-298951977	S2-624751595
S1-380060263	S2-387663610
S1-603442937	
S1-795245610	S2-880983642,S3-655991969
S1-873852360	S2-655121577
S1-144718195	S2-103897630,S2-138156935,S2-138378870,S2-222355078,S2-258216697,S2-385979608,S2-425800392,S2-427761901,S2-476032344,S2-492581488,S2-504171959,S2-521005476,S2-562854414,S2-613621557,S2-646994213,S2-662322321,S2-720032858,S2-764895719,S2-773368758,S2-793613529,S2-810660423,S2-81280803,S2-821971787,S2-82399596,S2-84059956,S2-867691572,S2-892293556,S2-932060770,S3-152729523,S3-20811600,S3-228586099,S3-235935669,S3-236062430,S3-276876209,S3-305889993,S3-308019516,S3-311457549,S3-326772024,S3-35770024,S3-379602887,S3-433428818,S3-4643640,S3-478705430,S3-554521526,S3-594697268,S3-596570964,S3-666167021,S3-691951362,S3-724723771,S3-77518756,S3-821145833,S3-843397154,S3-880676052,S3-956789464,S3-974186753,S3-996290777
S1-518394026	S2-284317346,S3-619120884,S3-731615222,S3-784403440
S1-703428973	S3-19822299
S1-478051664	S2-129079517,S2-166553538,S2-181333556,S2-402915793,S3-258757251,S3-835979599
S1-95925372	S2-107110980,S2-168882116,S2-214882762,S2-32855427,S2-536721875,S2-71585132,S3-220464362,S3-267903549,S3-394978858,S3-509851858,S3-584776843,S3-612064024,S3-629534951,S3-779382974,S3-830450189,S3-85580605,S3-895212691,S3-956594942
S1-436247714	
S1-993604636	
S1-515624637	S2-101856140
S1-295377582	
S1-616628716	S2-400167267,S2-678544812
S1-187058094	
S1-557975484	
S1-487154804	S2-108459915,S2-110461568,S2-138522446,S2-196920977,S2-224592808,S2-23901043,S2-242698439,S2-353431966,S2-372286359,S2-409212323,S2-430590320,S2-442503466,S2-513440976,S2-576325868,S2-600293195,S2-610614208,S2-645088631,S2-646732271,S2-664185855,S2-6770872,S2-681324275,S2-686150751,S2-717551160,S2-764791065,S2-777812655,S2-863311601,S2-877812993,S2-897428573,S2-904773226,S2-925219395,S2-952183459,S2-977493010,S2-998736188,S3-113010523,S3-120561315,S3-127059150,S3-162941931,S3-191365621,S3-219386351,S3-226058558,S3-239831872,S3-296635195,S3-342239470,S3-365233097,S3-383311202,S3-395930103,S3-418257549,S3-41866390,S3-4613690,S3-472396884,S3-472497209,S3-500943285,S3-548207403,S3-593872881,S3-673691135,S3-690427496,S3-712479442,S3-818333916,S3-820163007,S3-82843790,S3-869503892,S3-880380804,S3-909545763,S3-921923947,S3-937716544,S3-960286987,S3-998978221
S1-536638885	S2-694476384
S1-511863452	
S1-956446110	S3-365418937
S1-889448973	S2-961376553,S3-489602248
S1-925403791	S2-121794018,S3-117008455
S1-234200441	S3-335972083
S1-354705482	
S1-37630161	S2-784357994,S3-56749371
S1-763611874	S3-297584058,S3-498230328
S1-285739773	
S1-119279828	
S1-432139268	S2-537603715
S1-580205927	S2-519902836,S2-62625370,S3-344169542
S1-119171444	S2-215132657,S2-768951557,S2-893346937,S3-23431276,S3-69703990
S1-584177675	S3-119134676,S3-889404254
S1-761930510	S2-244953646
S1-197922151	S2-729238396
S1-256602729	
S1-274090278	S2-453176256,S2-615656154,S2-729835826,S3-718979462
S1-312481466	
S1-906079981	
S1-193918319	S2-931322825
S1-928870866	
S1-613445780	S2-68911031
S1-461369552	
S1-38402575	S2-221859616,S2-820643168,S2-858167567,S2-884455829,S3-688077551,S3-762868790,S3-802075916,S3-808727986
S1-37338275	S3-219216396
S1-543127091	
S1-340996011	S3-787922028
S1-606725408	S2-428388661,S2-681382671,S3-610819235,S3-746751507,S3-917615971
S1-945115789	
S1-639012333	S2-106191563,S2-107023826,S2-122298392,S2-126579829,S2-128159067,S2-135004220,S2-136937093,S2-152815080,S2-167186070,S2-178224871,S2-178499618,S2-184803803,S2-193374609,S2-213288749,S2-217093911,S2-227957236,S2-22935738,S2-248708078,S2-252398779,S2-253597298,S2-311318068,S2-311752033,S2-319340303,S2-322200198,S2-333138670,S2-33644966,S2-348231835,S2-352274845,S2-363010908,S2-370275880,S2-374731129,S2-386180764,S2-387152861,S2-393122031,S2-400160527,S2-401963043,S2-409434344,S2-41498024,S2-416762386,S2-423037000,S2-431877951,S2-434692770,S2-436750905,S2-4594139,S2-461606790,S2-462482740,S2-464329201,S2-465925213,S2-488508794,S2-491119861,S2-491383427,S2-504655166,S2-525322255,S2-534164286,S2-544104868,S2-546796296,S2-561751741,S2-570950036,S2-579593685,S2-5813680,S2-583475604,S2-59229276,S2-595992832,S2-609243998,S2-612883779,S2-632711291,S2-634449751,S2-648412878,S2-648504252,S2-652197591,S2-666796161,S2-670714883,S2-69127743,S2-694796914,S2-705655698,S2-73435840,S2-742222739,S2-744444317,S2-744948613,S2-745739465,S2-752902803,S2-755267871,S2-755360203,S2-755366849,S2-761610303,S2-766280587,S2-770540535,S2-780386418,S2-781818577,S2-80256445,S2-813233338,S2-816180997,S2-836041178,S2-837168990,S2-837682499,S2-84573963,S2-855052583,S2-865726821,S2-86794819,S2-868436268,S2-880389559,S2-880963141,S2-882914307,S2-903415045,S2-90549133,S2-916709438,S2-930098563,S2-938642326,S2-945257043,S2-956272405,S2-975130665,S2-975310396,S2-975735418,S2-987253314,S2-989583057,S3-101501595,S3-102269981,S3-10274556,S3-148782980,S3-156630474,S3-160545660,S3-171695310,S3-183117135,S3-186577238,S3-202053996,S3-205007396,S3-232055889,S3-233792418,S3-239868409,S3-240973231,S3-241411752,S3-258082511,S3-262038586,S3-263440364,S3-272096981,S3-278430086,S3-283573827,S3-287053278,S3-288198605,S3-297643832,S3-299735468,S3-300648348,S3-30232286,S3-302731989,S3-304731455,S3-306830617,S3-318324874,S3-320937652,S3-334031104,S3-334485653,S3-338610049,S3-353064248,S3-358297516,S3-358346493,S3-383971218,S3-390720358,S3-393512673,S3-399509231,S3-415467804,S3-416288252,S3-423165606,S3-43078067,S3-44966904,S3-453098583,S3-45561960,S3-455898712,S3-457346577,S3-462265406,S3-470711147,S3-475736849,S3-47606640,S3-511249203,S3-525090165,S3-535027064,S3-53675019,S3-5379855,S3-544448345,S3-60034927,S3-604011787,S3-611073576,S3-626750299,S3-634070791,S3-636447172,S3-651420357,S3-667559475,S3-692745388,S3-693319795,S3-71238879,S3-715407970,S3-725571622,S3-742821285,S3-744042124,S3-750863373,S3-764601375,S3-768755819,S3-769316539,S3-778891742,S3-807035264,S3-809158735,S3-817407355,S3-820601533,S3-822784411,S3-825292713,S3-834409155,S3-836544139,S3-843177038,S3-851034374,S3-852226690,S3-856338408,S3-864960640,S3-883311904,S3-88928746,S3-893801852,S3-896505444,S3-903274650,S3-903302726,S3-912870673,S3-912981408,S3-91539068,S3-916317181,S3-949327667,S3-954331896,S3-962207646,S3-962925531,S3-985714772
S1-473235417	
S1-930984906	
S1-862093695	S2-214546554,S2-303551567,S2-694277992,S3-873215477
S1-749000475	S2-890246335
S1-369632481	S2-316445223
S1-430604402	
S1-538780979	
S1-416469670	S3-593447762,S3-878721400
S1-351025388	S2-17526685
S1-960355473	
S1-453223583	
S1-571115458	S2-136887943,S2-498292613,S3-665433370,S3-848366917
S1-143265439	
S1-220020462	S2-100612655,S2-126961371,S2-127189754,S2-172397416,S2-172810532,S2-192312561,S2-208657361,S2-213480784,S2-230739401,S2-319923207,S2-326514786,S2-329575228,S2-342952603,S2-366155449,S2-437227990,S2-462722806,S2-471352628,S2-472981874,S2-560372602,S2-584390766,S2-613036665,S2-618447230,S2-647174896,S2-65966200,S2-715336209,S2-724938558,S2-725727475,S2-763253798,S2-763603816,S2-778930272,S2-804891057,S2-857523259,S2-863542843,S2-915486333,S2-951091163,S2-971464074,S3-150696569,S3-153591008,S3-168536899,S3-178625660,S3-209620887,S3-226938660,S3-228195599,S3-261409078,S3-287854733,S3-301302570,S3-314335410,S3-344415828,S3-40965741,S3-423245690,S3-42645442,S3-45145644,S3-465326223,S3-47203870,S3-479082091,S3-503705404,S3-506335249,S3-548391380,S3-572325447,S3-581466249,S3-596358727,S3-607618126,S3-632007665,S3-641211859,S3-659278426,S3-661082080,S3-701328101,S3-722932784,S3-795235992,S3-825716417,S3-826949853,S3-836783840,S3-841436177,S3-875282992,S3-885164415,S3-901929228,S3-921511463,S3-933936991,S3-953746142,S3-978903554,S3-988073244
S1-803676246	
S1-510772858	S3-219191190,S3-450245768,S3-525159509,S3-681755908,S3-814784891,S3-81790320,S3-818652132
S1-549011344	S3-415010649,S3-477134709
S1-350245409	
S1-373457471	S2-332967891,S2-418776047,S2-846394438,S2-889923853
S1-554902174	
S1-966940882	S2-299497289,S2-530424957,S3-118933931,S3-941238626
S1-241670741	S2-141302531,S2-174130943,S2-422259756,S2-540938359,S2-575837868,S2-934606436,S3-239254259,S3-406228456,S3-642578347
S1-758075760	S2-764847461,S3-108771313,S3-395951421,S3-470209663,S3-622352709,S3-69175028,S3-78604289,S3-841075288,S3-865938976,S3-966904443
S1-773320212	
S1-881005414	S2-395737373,S2-624060670,S2-633075916,S2-759638285,S2-816361577,S2-835351744,S3-609849121,S3-67010938,S3-818758046
S1-100302483	S2-383132363
S1-692096873	S2-102095798,S2-112946869,S2-129632447,S2-137672650,S2-145982040,S2-24336277,S2-247571313,S2-306912447,S2-329184618,S2-359994202,S2-404249631,S2-409720957,S2-497063009,S2-510862258,S2-554843444,S2-588154845,S2-657501037,S2-709399028,S2-793014036,S2-803978569,S2-867528320,S2-876636803,S2-949718557,S2-978051229,S3-17063574,S3-294882455,S3-311434041,S3-383146873,S3-387627296,S3-395769977,S3-462156186,S3-497711483,S3-536608250,S3-544595154,S3-58705452,S3-596841638,S3-600579738,S3-641001575,S3-660650401,S3-680486010,S3-691134932,S3-711311891,S3-74750786,S3-855544933,S3-903717404,S3-933002914,S3-945984726,S3-955859264
S1-919267939	S2-513774829
S1-524979710	
S1-886802071	S2-495651348,S3-139677918
S1-95264755	S3-311948731,S3-524698352
S1-558011533	S3-791585029
S1-874413333	S2-796218363,S3-742932003
S1-671129885	
S1-803808238	
S1-620608935	S3-659203996
S1-951609532	
S1-568217118	S2-470418302
S1-946744214	S3-121425019
S1-596007326	
S1-104226194	S2-894147929
S1-987152524	S2-816060014,S3-958879710
S1-589253257	S2-553146879,S2-716446352,S2-846358605,S3-235522764,S3-298735288,S3-304236449,S3-610978362,S3-677359198,S3-798703474,S3-840087033,S3-925176432
S1-445455950	S2-107760561,S2-130308865,S2-175760815,S2-184827621,S2-261811777,S2-324351103,S2-423313047,S2-506745885,S2-557532590,S2-66823529,S2-698907024,S2-795499490,S2-865099340,S2-905823066,S2-967204782,S2-99832127,S3-102762443,S3-137496385,S3-187370798,S3-18873872,S3-236691011,S3-377610793,S3-380548473,S3-462871787,S3-562477503,S3-573804162,S3-61623021,S3-703116887,S3-894097896,S3-954373972,S3-999499724
S1-198728897	S2-38969819,S3-984596862
S1-279971988	
S1-479239049	
S1-108314429	S3-769192503
S1-700882543	
S1-805440050	
S1-710147242	S2-597472199
S1-465082733	
S1-402994011	S2-484639343,S3-404746320
S1-236963798	
S1-680585243	S2-459352827
S1-392245358	S2-140660758,S2-271495810,S3-880614033
S1-521730978	
S1-103952189	S2-291760246
S1-691021205	S2-994508483,S3-770012413
S1-532630246	
S1-63162461	
S1-367965660	S3-278284998,S3-824047027
S1-731133418	
S1-885630742	S2-949764427,S3-64149932
S1-807555566	S2-111807961,S2-160370308,S2-695770905,S2-94925292,S3-265059586,S3-341217736,S3-583548894,S3-826512377,S3-930183059
S1-401836525	S2-119010133,S2-147883866,S2-243245075,S2-259644796,S2-292483931,S2-303111139,S2-39036766,S2-390648505,S2-440473427,S2-442583112,S2-497674571,S2-561980335,S2-712039766,S2-816280860,S2-923135706,S2-93803904,S3-127015933,S3-142488034,S3-165489943,S3-263335899,S3-328066657,S3-354433908,S3-419211714,S3-43697912,S3-502213917,S3-688118401,S3-770056000,S3-789532909,S3-798115441,S3-811718467,S3-830758750,S3-845634034,S3-88084854,S3-88916843,S3-889638985
S1-796024407	S2-841615993,S3-182266938,S3-846796541
S1-149887453	S3-370495128
S1-823731657	S2-119360751,S2-448897840,S2-768024383,S3-143782401,S3-581483114,S3-798141905
S1-578641214	
S1-549086594	S2-117148381,S3-135610730,S3-312850578,S3-31557988,S3-50266957
S1-21590818	
S1-555090350	
S1-557511474	S2-616791612,S3-355219874,S3-845398755
S1-576220090	
S1-299278979	
S1-202490639	S2-891587243,S2-98789979,S3-124291086,S3-212287246,S3-288962364,S3-557903191,S3-630265008,S3-7918242,S3-874029242,S3-97915913
S1-122618676	
S1-144979450	
S1-877733833	S2-9766148
S1-51525259	
S1-945650918	
S1-947166860	S2-6161359
S1-243140298	S2-377693448,S2-525796318,S2-557983656,S3-291119163,S3-87344631,S3-989899979,S3-990849951
S1-694979060	
S1-429112441	
S1-246462346	
S1-232082545	S2-102842456,S2-103288071,S2-104272945,S2-104625109,S2-108349032,S2-109378268,S2-127432638,S2-133057512,S2-141064010,S2-150306247,S2-165948616,S2-176992785,S2-195942449,S2-204674902,S2-205195912,S2-205496691,S2-206661644,S2-208251571,S2-213802564,S2-223427561,S2-256043652,S2-267035721,S2-273973592,S2-287511128,S2-294302918,S2-310112482,S2-322079421,S2-322627711,S2-324384033,S2-3438932,S2-346175135,S2-346564013,S2-348532529,S2-36376757,S2-366202688,S2-37711292,S2-384923014,S2-390788272,S2-396120036,S2-4205619,S2-428300265,S2-429653021,S2-437616796,S2-43802913,S2-440683277,S2-478959818,S2-509488881,S2-510256401,S2-524816487,S2-534649012,S2-543205119,S2-555893576,S2-570606591,S2-575441951,S2-579683880,S2-589248138,S2-596956626,S2-615065408,S2-627708553,S2-642111067,S2-647450895,S2-682575463,S2-706020937,S2-721263269,S2-722796078,S2-726492818,S2-731633737,S2-733143491,S2-743085032,S2-748366709,S2-753836425,S2-761208134,S2-769440319,S2-790637324,S2-791816648,S2-832426246,S2-866693046,S2-898022115,S2-907218854,S2-911966537,S2-915719001,S2-92544555,S2-934804543,S2-95975132,S2-960708837,S2-992121531,S2-992228258,S3-102785931,S3-102923208,S3-103016246,S3-105331179,S3-120910386,S3-133435637,S3-133569825,S3-138207553,S3-144286771,S3-158990199,S3-159173232,S3-162047286,S3-171758973,S3-174563052,S3-179745773,S3-192450178,S3-220754140,S3-222777199,S3-23523251,S3-244749149,S3-257090234,S3-258161764,S3-263484067,S3-284799149,S3-292372767,S3-296986214,S3-303758276,S3-322814400,S3-337804784,S3-344645197,S3-359342515,S3-367911239,S3-371491757,S3-393222131,S3-407916321,S3-409501902,S3-428087005,S3-432428924,S3-432963392,S3-438543292,S3-44332432,S3-453062414,S3-456622764,S3-48124811,S3-489043719,S3-491778630,S3-497281263,S3-503325071,S3-518514266,S3-542155737,S3-543783902,S3-546098968,S3-561226629,S3-562544971,S3-582503098,S3-593678118,S3-596112094,S3-616830826,S3-653343232,S3-663963252,S3-667775452,S3-677146883,S3-678940516,S3-710287034,S3-740524384,S3-748330662,S3-787963116,S3-791898265,S3-799091186,S3-799824588,S3-814064041,S3-814200717,S3-814995073,S3-820949899,S3-833227909,S3-845177578,S3-845360873,S3-847534171,S3-863226336,S3-863259843,S3-871705447,S3-874462486,S3-898193653,S3-910533722,S3-910788705,S3-912484195,S3-912699921,S3-930491451,S3-931510979,S3-935726025,S3-945814140,S3-954967553,S3-959206261,S3-969785752,S3-97852194,S3-989965268
S1-186761262	S3-334435903
S1-100146655	S2-311723766
S1-341291980	S2-189723704,S2-21469117,S2-251694737,S2-275336663,S2-302452163,S2-310798585,S2-334276527,S2-381666630,S2-413254640,S2-425088116,S2-435492213,S2-438822138,S2-47540251,S2-504536892,S2-514817463,S2-519370828,S2-542760532,S2-544239525,S2-558666583,S2-558734905,S2-588878483,S2-612058892,S2-617731799,S2-646525184,S2-672479332,S2-684494666,S2-703211910,S2-705173390,S2-709123160,S2-718651971,S2-732232476,S2-757266435,S2-799354642,S2-816420244,S2-817978499,S2-82849973,S2-841599262,S2-852921919,S2-869485190,S2-875789922,S2-878424425,S3-12698485,S3-129196179,S3-13177196,S3-137149815,S3-242839266,S3-286450561,S3-304459911,S3-319858131,S3-329725650,S3-329743183,S3-336196435,S3-419393793,S3-426637896,S3-438618431,S3-458273018,S3-462241728,S3-488471574,S3-57159187,S3-572069776,S3-591083910,S3-59183143,S3-607493138,S3-610244272,S3-661244265,S3-663736627,S3-664096555,S3-67366402,S3-678839057,S3-737663212,S3-796597616,S3-801387486,S3-842741713,S3-84745831,S3-860385742,S3-877940641,S3-906728604,S3-912650749,S3-939649641,S3-956949916,S3-991155771
S1-572730139	S3-133121827
S1-594141325	S2-164613321,S2-460039856,S2-516486887,S2-650041072,S2-700019169,S2-720412750,S2-768438207,S2-77926803,S2-825607616,S2-88295599,S3-286641325,S3-658577255,S3-776874329,S3-823797839,S3-915884923,S3-922500841
